N,P,K,temperature,humidity,ph,rainfall,label,land_type
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea,Hilly
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple,plain
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean,Hilly
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,Hilly
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton,Hilly
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,jute,Hilly
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton,plain
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice,Hilly
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango,Hilly
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,Hilly
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,plain
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,plain
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton,plain
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,chickpea,plain
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice,Hilly
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean,plain
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange,Hilly
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana,plain
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,plain
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute,plain
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,banana,Hilly
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,blackgram,Hilly
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea,Hilly
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,plain
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee,Hilly
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,plain
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon,Hilly
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,plain
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon,plain
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil,plain
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya,plain
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango,Hilly
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut,plain
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,plain
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate,Hilly
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee,plain
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea,plain
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil,plain
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,Hilly
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,plain
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute,Hilly
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,mungbean,Hilly
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate,Hilly
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,apple,Hilly
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango,Hilly
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas,Hilly
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,Hilly
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,Hilly
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,plain
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,Hilly
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans,plain
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple,Hilly
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon,Hilly
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya,plain
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange,Hilly
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate,Hilly
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya,Hilly
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon,Hilly
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange,Hilly
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice,Hilly
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,plain
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,plain
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,Hilly
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,plain
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange,plain
114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon,Hilly
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,Hilly
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,plain
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee,plain
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans,Hilly
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,plain
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,Hilly
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango,Hilly
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee,plain
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton,Hilly
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,Hilly
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil,Hilly
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,plain
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana,Hilly
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,Hilly
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,blackgram,plain
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange,plain
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,apple,plain
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans,plain
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute,Hilly
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,plain
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,plain
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Hilly
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon,Hilly
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,plain
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice,plain
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya,Hilly
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya,Hilly
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon,plain
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple,Hilly
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange,Hilly
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,Hilly
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas,plain
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil,plain
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon,plain
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,Hilly
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,Hilly
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange,plain
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya,plain
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice,plain
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate,plain
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,Hilly
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,plain
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,plain
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,lentil,plain
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute,Hilly
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute,plain
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,plain
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee,Hilly
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,apple,Hilly
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut,plain
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil,plain
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,apple,plain
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,Hilly
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,Hilly
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,Hilly
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil,Hilly
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,coffee,Hilly
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange,Hilly
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,plain
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,plain
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee,plain
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,Hilly
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil,plain
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango,Hilly
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,plain
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut,plain
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,plain
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,plain
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut,Hilly
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango,Hilly
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,plain
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,Hilly
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,plain
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,Hilly
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,apple,Hilly
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee,Hilly
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange,plain
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya,Hilly
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton,Hilly
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon,plain
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate,plain
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana,Hilly
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange,plain
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,Hilly
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango,Hilly
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil,Hilly
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,Hilly
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut,Hilly
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean,Hilly
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple,plain
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,Hilly
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana,plain
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,plain
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange,Hilly
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,Hilly
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,Hilly
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut,Hilly
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango,plain
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,Hilly
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,plain
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,Hilly
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,plain
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,Hilly
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,Hilly
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,Hilly
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans,Hilly
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon,plain
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,Hilly
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton,plain
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon,Hilly
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,Hilly
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil,Hilly
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate,plain
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate,Hilly
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange,Hilly
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas,Hilly
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate,plain
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,Hilly
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,apple,plain
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,plain
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,plain
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate,plain
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee,Hilly
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,chickpea,Hilly
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans,Hilly
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton,plain
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,Hilly
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,Hilly
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean,plain
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya,Hilly
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil,plain
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon,plain
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute,Hilly
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,Hilly
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,Hilly
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya,plain
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange,plain
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple,Hilly
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate,plain
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas,Hilly
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram,plain
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram,Hilly
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate,Hilly
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,Hilly
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute,plain
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,coconut,Hilly
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,Hilly
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon,plain
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee,plain
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut,Hilly
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon,Hilly
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram,plain
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,Hilly
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,plain
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,Hilly
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,plain
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,blackgram,plain
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,apple,Hilly
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton,plain
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango,Hilly
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,plain
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute,Hilly
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,plain
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,lentil,Hilly
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,Hilly
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil,Hilly
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,plain
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,Hilly
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee,Hilly
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton,plain
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,plain
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,plain
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango,Hilly
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes,plain
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya,plain
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon,Hilly
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,plain
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,apple,plain
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,Hilly
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,Hilly
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,apple,Hilly
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton,plain
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon,plain
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,Hilly
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton,plain
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,Hilly
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,coffee,plain
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate,Hilly
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,Hilly
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,plain
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,banana,plain
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,plain
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,Hilly
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,Hilly
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,jute,Hilly
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,Hilly
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton,plain
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon,Hilly
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,Hilly
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,mungbean,Hilly
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya,Hilly
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize,plain
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,blackgram,plain
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,plain
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange,Hilly
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,Hilly
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,chickpea,Hilly
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,Hilly
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,muskmelon,plain
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,plain
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut,Hilly
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute,plain
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,plain
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange,Hilly
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,Hilly
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,Hilly
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange,Hilly
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes,plain
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate,plain
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,orange,Hilly
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango,plain
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,Hilly
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,Hilly
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate,plain
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango,plain
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,Hilly
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,Hilly
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee,plain
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate,Hilly
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon,Hilly
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton,plain
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana,Hilly
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil,plain
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,plain
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,plain
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,Hilly
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,Hilly
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,Hilly
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas,Hilly
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,Hilly
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,plain
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee,Hilly
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate,Hilly
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,blackgram,Hilly
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,Hilly
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize,plain
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,Hilly
89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,jute,Hilly
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,Hilly
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil,plain
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute,Hilly
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton,plain
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute,plain
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,plain
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,plain
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,plain
77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,jute,plain
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,Hilly
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans,plain
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton,Hilly
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,apple,plain
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,plain
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,Hilly
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,Hilly
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram,Hilly
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,Hilly
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya,plain
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,plain
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean,Hilly
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,plain
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,plain
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya,Hilly
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,coconut,plain
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize,plain
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple,plain
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,Hilly
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango,Hilly
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean,plain
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,lentil,plain
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,Hilly
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange,Hilly
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,Hilly
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,plain
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea,Hilly
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,apple,plain
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon,plain
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,plain
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,Hilly
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,Hilly
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice,Hilly
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,chickpea,Hilly
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango,plain
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,Hilly
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,coconut,plain
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,plain
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate,plain
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,mothbeans,Hilly
